	AfumigatusA1163.aa	AfumigatusAf293.aa	CneoformansH99.aa	Foxysporum4287.aa	Moryzae70-15.aa	NcrassaOR74A.aa	Spombe972h.aa	Umaydis521.aa	YlipolyticaCLIB122.aa	Total
OG0006376	1	0	0	1	1	1	0	1	0	5
OG0006377	1	1	0	1	1	1	0	0	0	5
OG0006378	1	1	0	1	1	1	0	0	0	5
OG0006379	1	1	0	3	0	0	0	0	0	5
OG0006380	1	1	0	1	1	1	0	0	0	5
OG0006381	1	1	0	1	1	1	0	0	0	5
OG0006382	1	1	0	3	0	0	0	0	0	5
OG0006383	1	1	0	3	0	0	0	0	0	5
OG0006384	1	1	0	1	1	1	0	0	0	5
OG0006385	1	1	0	1	1	1	0	0	0	5
OG0006386	1	1	1	2	0	0	0	0	0	5
OG0006387	1	1	0	1	2	0	0	0	0	5
OG0006388	1	1	0	1	1	1	0	0	0	5
OG0006389	1	1	0	1	1	1	0	0	0	5
OG0006390	1	1	0	1	1	1	0	0	0	5
OG0006391	1	1	0	0	1	1	0	1	0	5
OG0006392	1	1	0	2	0	0	0	0	1	5
OG0006393	1	1	0	1	1	1	0	0	0	5
OG0006394	1	1	0	2	1	0	0	0	0	5
OG0006395	1	1	0	1	1	1	0	0	0	5
OG0006396	1	1	0	1	1	1	0	0	0	5
OG0006397	1	1	0	1	1	1	0	0	0	5
OG0006398	1	1	0	1	1	1	0	0	0	5
OG0006399	1	1	0	1	0	2	0	0	0	5
OG0006400	1	1	0	1	1	1	0	0	0	5
OG0006401	1	1	0	1	1	1	0	0	0	5
OG0006402	1	1	0	1	1	0	0	1	0	5
OG0006403	1	1	0	1	1	1	0	0	0	5
OG0006404	1	1	0	1	1	1	0	0	0	5
OG0006405	1	1	0	1	1	1	0	0	0	5
OG0006406	1	1	0	1	1	1	0	0	0	5
OG0006407	1	1	0	1	1	1	0	0	0	5
OG0006408	1	1	0	1	1	1	0	0	0	5
OG0006409	1	1	0	1	1	1	0	0	0	5
OG0006410	1	1	0	1	1	1	0	0	0	5
OG0006411	1	1	0	1	1	1	0	0	0	5
OG0006412	1	1	0	1	1	1	0	0	0	5
OG0006413	1	1	0	1	1	1	0	0	0	5
OG0006414	1	1	0	1	1	1	0	0	0	5
OG0006415	1	1	0	1	1	1	0	0	0	5
OG0006416	1	1	0	2	0	1	0	0	0	5
OG0006417	1	1	0	3	0	0	0	0	0	5
OG0006418	1	1	0	1	1	1	0	0	0	5
OG0006419	1	1	0	2	1	0	0	0	0	5
OG0006420	1	1	0	1	2	0	0	0	0	5
OG0006421	1	1	0	2	1	0	0	0	0	5
OG0006422	1	1	0	1	0	1	0	1	0	5
OG0006423	1	1	0	2	1	0	0	0	0	5
OG0006424	1	1	0	1	1	1	0	0	0	5
OG0006425	1	1	0	1	1	1	0	0	0	5
OG0006426	1	1	0	1	1	1	0	0	0	5
OG0006427	1	1	0	3	0	0	0	0	0	5
OG0006428	1	1	0	1	1	1	0	0	0	5
OG0006429	1	1	0	1	1	1	0	0	0	5
OG0006430	1	1	0	1	0	1	0	1	0	5
OG0006431	1	1	0	1	1	1	0	0	0	5
OG0006432	1	1	0	1	1	1	0	0	0	5
OG0006433	1	1	0	1	1	1	0	0	0	5
OG0006434	1	1	0	1	1	1	0	0	0	5
OG0006435	1	1	0	2	1	0	0	0	0	5
OG0006436	1	1	0	1	1	1	0	0	0	5
OG0006437	1	1	0	1	1	1	0	0	0	5
OG0006438	1	1	0	2	0	1	0	0	0	5
OG0006439	1	1	0	0	1	1	0	0	1	5
OG0006440	1	1	0	1	1	1	0	0	0	5
OG0006441	1	1	1	2	0	0	0	0	0	5
OG0006442	1	1	0	2	0	1	0	0	0	5
OG0006443	1	1	0	1	2	0	0	0	0	5
OG0006444	2	2	0	1	0	0	0	0	0	5
OG0006445	1	1	0	0	0	0	0	0	3	5
OG0006446	1	1	0	0	0	0	1	1	1	5
OG0006447	1	1	0	1	1	1	0	0	0	5
OG0006448	1	1	0	1	1	1	0	0	0	5
OG0006449	1	1	0	1	1	1	0	0	0	5
OG0006450	1	1	0	1	1	1	0	0	0	5
OG0006451	1	1	0	0	1	2	0	0	0	5
OG0006452	1	1	0	1	1	1	0	0	0	5
OG0006453	1	1	0	1	1	1	0	0	0	5
OG0006454	1	1	0	1	1	1	0	0	0	5
OG0006455	1	1	0	1	1	1	0	0	0	5
OG0006456	1	1	1	0	1	1	0	0	0	5
OG0006457	1	1	0	1	1	1	0	0	0	5
OG0006458	1	1	0	2	0	1	0	0	0	5
OG0006459	1	1	0	1	1	1	0	0	0	5
OG0006460	1	1	0	1	1	1	0	0	0	5
OG0006461	1	1	0	1	1	1	0	0	0	5
OG0006462	1	1	0	1	1	1	0	0	0	5
OG0006463	1	1	0	2	0	0	0	0	1	5
OG0006464	1	1	0	1	1	1	0	0	0	5
OG0006465	1	1	0	1	1	1	0	0	0	5
OG0006466	1	1	0	3	0	0	0	0	0	5
OG0006467	1	1	0	1	1	1	0	0	0	5
OG0006468	1	1	0	1	1	0	0	1	0	5
OG0006469	1	1	0	1	1	1	0	0	0	5
OG0006470	1	1	0	1	2	0	0	0	0	5
OG0006471	1	1	1	1	1	0	0	0	0	5
OG0006472	1	1	0	1	1	1	0	0	0	5
OG0006473	1	1	0	1	1	1	0	0	0	5
OG0006474	1	1	0	1	1	1	0	0	0	5
OG0006475	1	1	0	0	1	1	0	0	1	5
OG0006476	1	1	0	1	1	1	0	0	0	5
OG0006477	1	1	0	1	1	1	0	0	0	5
OG0006478	1	1	0	1	1	1	0	0	0	5
OG0006479	1	1	0	0	1	2	0	0	0	5
OG0006480	1	1	0	1	1	1	0	0	0	5
OG0006481	1	1	0	2	0	0	0	1	0	5
OG0006482	1	1	0	3	0	0	0	0	0	5
OG0006483	1	1	0	0	1	2	0	0	0	5
OG0006484	1	1	0	2	1	0	0	0	0	5
OG0006485	0	3	0	2	0	0	0	0	0	5
OG0006486	0	1	0	2	1	1	0	0	0	5
OG0006487	0	1	0	1	0	1	0	2	0	5
OG0006488	0	1	0	0	1	3	0	0	0	5
OG0006489	0	0	1	3	1	0	0	0	0	5
OG0006490	0	0	2	2	1	0	0	0	0	5
OG0006491	0	0	1	1	1	0	1	1	0	5
OG0006492	0	0	1	1	1	1	0	1	0	5
OG0006493	0	0	1	3	1	0	0	0	0	5
OG0006494	0	0	1	1	1	1	1	0	0	5
OG0006495	0	0	1	1	0	1	0	1	1	5
OG0006496	0	0	1	1	1	0	1	1	0	5
OG0006497	0	0	1	0	1	1	1	1	0	5
OG0006498	0	0	1	0	1	0	1	1	1	5
OG0006499	0	0	2	0	0	0	2	1	0	5
OG0006500	0	0	1	2	1	1	0	0	0	5
OG0006501	0	0	1	1	1	1	0	1	0	5
OG0006502	0	0	1	2	1	1	0	0	0	5
OG0006503	0	0	2	1	1	1	0	0	0	5
OG0006504	0	0	1	0	0	2	1	0	1	5
OG0006505	0	0	1	0	1	1	1	1	0	5
OG0006506	0	0	3	1	0	0	0	1	0	5
OG0006507	0	0	1	1	1	1	0	1	0	5
OG0006508	0	0	1	0	0	0	0	4	0	5
OG0006509	0	0	2	1	1	1	0	0	0	5
OG0006510	0	0	1	1	1	1	0	1	0	5
OG0006511	0	0	2	3	0	0	0	0	0	5
OG0006512	0	0	2	0	0	1	0	2	0	5
OG0006513	0	0	1	1	1	1	0	1	0	5
OG0006514	0	0	1	0	0	0	1	2	1	5
OG0006515	0	0	2	1	1	0	0	1	0	5
OG0006516	0	0	1	1	0	1	0	2	0	5
OG0006517	0	0	1	2	1	1	0	0	0	5
OG0006518	0	0	1	1	1	1	0	1	0	5
OG0006519	0	0	1	2	1	1	0	0	0	5
OG0006520	0	0	1	1	1	1	0	1	0	5
OG0006521	0	0	1	1	1	1	0	1	0	5
OG0006522	0	0	1	1	1	1	0	1	0	5
OG0006523	0	0	2	2	1	0	0	0	0	5
OG0006524	0	0	1	1	1	1	0	1	0	5
OG0006525	0	0	1	2	1	1	0	0	0	5
OG0006526	0	0	1	2	0	0	0	2	0	5
OG0006527	0	0	1	1	1	0	1	1	0	5
OG0006528	0	0	0	1	1	1	1	0	1	5
OG0006529	0	0	0	3	1	1	0	0	0	5
OG0006530	0	0	0	3	1	1	0	0	0	5
OG0006531	0	0	0	3	1	1	0	0	0	5
OG0006532	0	0	0	3	1	1	0	0	0	5
OG0006533	0	0	0	5	0	0	0	0	0	5
OG0006534	0	0	0	2	1	2	0	0	0	5
OG0006535	0	0	0	2	1	2	0	0	0	5
OG0006536	0	0	0	4	0	1	0	0	0	5
OG0006537	0	0	0	3	1	1	0	0	0	5
OG0006538	0	0	0	3	1	1	0	0	0	5
OG0006539	0	0	0	3	0	1	0	1	0	5
OG0006540	0	0	0	1	2	2	0	0	0	5
OG0006541	0	0	0	2	0	3	0	0	0	5
OG0006542	0	0	0	3	1	1	0	0	0	5
OG0006543	0	0	0	4	0	0	0	1	0	5
OG0006544	0	0	0	1	3	1	0	0	0	5
OG0006545	0	0	0	4	1	0	0	0	0	5
OG0006546	0	0	0	3	1	1	0	0	0	5
OG0006547	0	0	0	3	2	0	0	0	0	5
OG0006548	0	0	0	4	0	1	0	0	0	5
OG0006549	0	0	0	2	2	1	0	0	0	5
OG0006550	0	0	0	3	1	1	0	0	0	5
OG0006551	0	0	0	3	1	1	0	0	0	5
OG0006552	0	0	0	2	1	2	0	0	0	5
OG0006553	0	0	0	4	1	0	0	0	0	5
OG0006554	0	0	0	2	2	1	0	0	0	5
OG0006555	0	0	0	4	1	0	0	0	0	5
OG0006556	0	0	0	2	1	2	0	0	0	5
OG0006557	0	0	0	1	4	0	0	0	0	5
OG0006558	0	0	0	5	0	0	0	0	0	5
OG0006559	0	0	0	3	2	0	0	0	0	5
OG0006560	0	0	0	4	0	1	0	0	0	5
OG0006561	0	0	0	1	1	1	0	1	1	5
OG0006562	0	0	0	3	1	1	0	0	0	5
OG0006563	0	0	0	2	1	2	0	0	0	5
OG0006564	0	0	0	4	1	0	0	0	0	5
OG0006565	0	0	0	1	2	2	0	0	0	5
OG0006566	0	0	0	2	2	0	0	0	1	5
OG0006567	0	0	0	2	0	1	0	2	0	5
OG0006568	0	0	0	2	2	1	0	0	0	5
OG0006569	0	0	0	3	1	1	0	0	0	5
OG0006570	0	0	0	3	1	1	0	0	0	5
OG0006571	0	0	0	2	1	2	0	0	0	5
OG0006572	0	0	0	4	0	1	0	0	0	5
OG0006573	0	0	0	2	1	2	0	0	0	5
OG0006574	0	0	0	2	1	1	0	1	0	5
OG0006575	0	0	0	1	1	3	0	0	0	5
OG0006576	0	0	0	4	1	0	0	0	0	5
OG0006577	0	0	0	2	1	2	0	0	0	5
OG0006578	0	0	0	1	2	1	0	0	1	5
OG0006579	0	0	0	4	0	0	0	1	0	5
OG0006580	0	0	0	1	1	3	0	0	0	5
OG0006581	0	0	0	3	1	1	0	0	0	5
OG0006582	0	0	0	1	4	0	0	0	0	5
OG0006583	0	0	0	2	0	0	0	3	0	5
OG0006584	0	0	0	2	2	1	0	0	0	5
OG0006585	0	0	0	3	1	1	0	0	0	5
OG0006586	0	0	0	3	1	1	0	0	0	5
OG0006587	0	0	0	2	2	1	0	0	0	5
OG0006588	0	0	0	2	2	1	0	0	0	5
OG0006589	0	0	0	1	1	1	1	1	0	5
OG0006590	0	0	0	2	1	1	1	0	0	5
OG0006591	0	0	0	2	2	1	0	0	0	5
OG0006592	0	0	0	3	1	1	0	0	0	5
OG0006593	0	0	0	4	1	0	0	0	0	5
OG0006594	0	0	0	2	1	1	0	1	0	5
OG0006595	0	0	0	1	1	1	0	2	0	5
OG0006596	0	0	0	3	2	0	0	0	0	5
OG0006597	0	0	0	2	1	1	0	1	0	5
OG0006598	0	0	0	1	2	2	0	0	0	5
OG0006599	0	0	0	3	0	2	0	0	0	5
OG0006600	0	0	0	3	1	1	0	0	0	5
OG0006601	0	0	0	3	0	2	0	0	0	5
OG0006602	0	0	0	1	1	2	1	0	0	5
OG0006603	0	0	0	3	1	1	0	0	0	5
OG0006604	0	0	0	3	0	0	1	1	0	5
OG0006605	0	0	0	1	2	2	0	0	0	5
OG0006606	0	0	0	1	3	1	0	0	0	5
OG0006607	0	0	0	4	0	1	0	0	0	5
OG0006608	0	0	0	2	1	2	0	0	0	5
OG0006609	0	0	0	2	2	1	0	0	0	5
OG0006610	0	0	0	1	0	1	0	2	1	5
OG0006611	0	0	0	1	3	1	0	0	0	5
OG0006612	0	0	0	3	1	1	0	0	0	5
OG0006613	0	0	0	2	2	1	0	0	0	5
OG0006614	0	0	0	3	1	1	0	0	0	5
OG0006615	0	0	0	1	3	1	0	0	0	5
OG0006616	0	0	0	2	2	1	0	0	0	5
OG0006617	0	0	0	4	1	0	0	0	0	5
OG0006618	0	0	0	2	0	3	0	0	0	5
OG0006619	0	0	0	4	0	1	0	0	0	5
OG0006620	0	0	0	4	0	1	0	0	0	5
OG0006621	0	0	0	3	1	1	0	0	0	5
OG0006622	0	0	0	2	3	0	0	0	0	5
OG0006623	0	0	0	3	2	0	0	0	0	5
OG0006624	0	0	0	2	1	2	0	0	0	5
OG0006625	0	0	0	0	4	1	0	0	0	5
OG0006626	0	0	0	0	5	0	0	0	0	5
OG0006627	0	0	0	0	4	1	0	0	0	5
OG0006628	0	0	0	0	2	3	0	0	0	5
OG0006629	0	0	0	0	4	1	0	0	0	5
OG0006630	0	0	0	0	0	0	4	1	0	5
OG0006631	1	0	0	2	0	0	0	0	1	4
OG0006632	1	1	0	1	0	1	0	0	0	4
OG0006633	1	1	0	0	1	1	0	0	0	4
OG0006634	1	1	2	0	0	0	0	0	0	4
OG0006635	2	2	0	0	0	0	0	0	0	4
OG0006636	1	1	0	0	1	1	0	0	0	4
OG0006637	1	1	1	0	0	0	1	0	0	4
OG0006638	1	1	0	2	0	0	0	0	0	4
OG0006639	1	1	0	0	1	0	0	0	1	4
OG0006640	1	1	0	0	1	1	0	0	0	4
OG0006641	2	2	0	0	0	0	0	0	0	4
OG0006642	1	1	1	0	0	0	0	1	0	4
OG0006643	1	1	0	1	1	0	0	0	0	4
OG0006644	1	1	0	2	0	0	0	0	0	4
OG0006645	1	1	0	1	1	0	0	0	0	4
OG0006646	1	0	0	1	1	1	0	0	0	4
OG0006647	1	1	0	1	1	0	0	0	0	4
OG0006648	1	1	0	1	0	1	0	0	0	4
OG0006649	2	2	0	0	0	0	0	0	0	4
OG0006650	1	1	1	0	0	0	0	0	1	4
OG0006651	1	1	1	0	1	0	0	0	0	4
OG0006652	1	1	0	1	1	0	0	0	0	4
OG0006653	1	1	0	1	1	0	0	0	0	4
OG0006654	1	1	0	1	1	0	0	0	0	4
OG0006655	1	1	0	0	1	1	0	0	0	4
OG0006656	1	1	0	1	0	1	0	0	0	4
OG0006657	1	1	0	0	0	0	1	0	1	4
OG0006658	1	1	0	2	0	0	0	0	0	4
OG0006659	1	1	0	2	0	0	0	0	0	4
OG0006660	1	1	0	1	1	0	0	0	0	4
OG0006661	1	1	0	0	0	1	0	1	0	4
OG0006662	1	1	0	0	0	1	0	1	0	4
OG0006663	1	1	0	0	2	0	0	0	0	4
OG0006664	1	1	1	0	0	0	0	0	1	4
OG0006665	1	1	0	1	1	0	0	0	0	4
OG0006666	1	1	1	1	0	0	0	0	0	4
OG0006667	2	2	0	0	0	0	0	0	0	4
OG0006668	1	1	0	1	1	0	0	0	0	4
OG0006669	1	1	0	1	1	0	0	0	0	4
OG0006670	1	1	0	1	1	0	0	0	0	4
OG0006671	1	1	0	0	1	1	0	0	0	4
OG0006672	1	1	0	0	1	1	0	0	0	4
OG0006673	1	1	0	0	1	1	0	0	0	4
OG0006674	1	1	1	0	0	0	0	1	0	4
OG0006675	1	1	1	1	0	0	0	0	0	4
OG0006676	1	1	0	1	0	1	0	0	0	4
OG0006677	1	1	0	2	0	0	0	0	0	4
OG0006678	1	1	0	1	1	0	0	0	0	4
OG0006679	1	1	0	1	0	1	0	0	0	4
OG0006680	2	2	0	0	0	0	0	0	0	4
OG0006681	1	1	0	2	0	0	0	0	0	4
OG0006682	1	1	0	1	1	0	0	0	0	4
OG0006683	1	1	0	1	0	1	0	0	0	4
OG0006684	1	1	0	1	0	0	0	1	0	4
OG0006685	1	1	0	2	0	0	0	0	0	4
OG0006686	1	1	0	1	1	0	0	0	0	4
OG0006687	1	1	0	1	1	0	0	0	0	4
OG0006688	1	1	0	0	0	1	0	0	1	4
OG0006689	1	1	0	0	0	0	1	0	1	4
OG0006690	1	1	0	1	1	0	0	0	0	4
OG0006691	1	1	0	1	1	0	0	0	0	4
OG0006692	1	1	0	2	0	0	0	0	0	4
OG0006693	1	1	0	1	0	1	0	0	0	4
OG0006694	1	1	0	1	1	0	0	0	0	4
OG0006695	1	1	0	1	0	0	0	0	1	4
OG0006696	1	1	0	1	1	0	0	0	0	4
OG0006697	1	1	0	1	0	1	0	0	0	4
OG0006698	1	1	0	2	0	0	0	0	0	4
OG0006699	1	1	1	1	0	0	0	0	0	4
OG0006700	1	1	0	1	1	0	0	0	0	4
OG0006701	1	1	0	0	1	1	0	0	0	4
OG0006702	1	1	0	0	0	0	0	0	2	4
OG0006703	1	1	0	0	0	0	1	0	1	4
OG0006704	1	1	0	1	1	0	0	0	0	4
OG0006705	1	1	0	1	1	0	0	0	0	4
OG0006706	1	1	0	1	0	1	0	0	0	4
OG0006707	1	1	0	1	1	0	0	0	0	4
OG0006708	1	1	0	2	0	0	0	0	0	4
OG0006709	1	1	0	1	0	1	0	0	0	4
OG0006710	1	1	2	0	0	0	0	0	0	4
OG0006711	1	1	0	1	1	0	0	0	0	4
OG0006712	1	1	0	0	0	0	2	0	0	4
OG0006713	1	1	0	0	1	1	0	0	0	4
OG0006714	1	1	0	1	0	1	0	0	0	4
OG0006715	1	1	0	1	1	0	0	0	0	4
OG0006716	1	2	0	0	0	1	0	0	0	4
OG0006717	2	2	0	0	0	0	0	0	0	4
OG0006718	1	1	0	1	1	0	0	0	0	4
OG0006719	1	1	0	1	1	0	0	0	0	4
OG0006720	2	2	0	0	0	0	0	0	0	4
OG0006721	1	1	0	2	0	0	0	0	0	4
OG0006722	1	1	0	1	1	0	0	0	0	4
OG0006723	2	2	0	0	0	0	0	0	0	4
OG0006724	1	1	0	1	1	0	0	0	0	4
OG0006725	1	1	1	1	0	0	0	0	0	4
OG0006726	1	1	0	2	0	0	0	0	0	4
OG0006727	2	2	0	0	0	0	0	0	0	4
OG0006728	1	1	0	1	1	0	0	0	0	4
OG0006729	1	1	0	0	1	1	0	0	0	4
OG0006730	1	1	0	1	1	0	0	0	0	4
OG0006731	1	1	1	0	0	0	0	1	0	4
OG0006732	1	1	1	1	0	0	0	0	0	4
OG0006733	1	1	0	1	0	1	0	0	0	4
OG0006734	1	1	0	0	1	1	0	0	0	4
OG0006735	1	1	0	0	1	1	0	0	0	4
OG0006736	1	1	0	1	0	1	0	0	0	4
OG0006737	1	1	0	1	0	1	0	0	0	4
OG0006738	1	1	0	0	1	0	0	1	0	4
OG0006739	1	1	0	0	1	1	0	0	0	4
OG0006740	1	1	1	1	0	0	0	0	0	4
OG0006741	1	1	0	1	0	0	0	1	0	4
OG0006742	1	1	0	1	1	0	0	0	0	4
OG0006743	1	1	0	1	1	0	0	0	0	4
OG0006744	1	1	0	0	1	1	0	0	0	4
OG0006745	1	1	0	2	0	0	0	0	0	4
OG0006746	1	0	0	1	0	2	0	0	0	4
OG0006747	1	1	1	0	0	0	1	0	0	4
OG0006748	1	1	0	1	0	1	0	0	0	4
OG0006749	1	0	0	2	1	0	0	0	0	4
OG0006750	1	1	0	1	1	0	0	0	0	4
OG0006751	1	2	0	1	0	0	0	0	0	4
OG0006752	1	1	0	0	1	1	0	0	0	4
OG0006753	1	1	0	1	1	0	0	0	0	4
OG0006754	1	1	0	1	0	0	0	1	0	4
OG0006755	1	1	0	1	1	0	0	0	0	4
OG0006756	1	1	0	2	0	0	0	0	0	4
OG0006757	1	1	1	0	0	0	0	1	0	4
OG0006758	1	1	0	2	0	0	0	0	0	4
OG0006759	1	0	1	2	0	0	0	0	0	4
OG0006760	1	1	0	1	0	1	0	0	0	4
OG0006761	2	2	0	0	0	0	0	0	0	4
OG0006762	1	2	0	0	1	0	0	0	0	4
OG0006763	1	1	0	1	0	1	0	0	0	4
OG0006764	1	1	0	1	1	0	0	0	0	4
OG0006765	1	1	0	1	1	0	0	0	0	4
OG0006766	1	1	0	1	1	0	0	0	0	4
OG0006767	1	1	0	2	0	0	0	0	0	4
OG0006768	1	1	0	0	1	1	0	0	0	4
OG0006769	1	1	0	2	0	0	0	0	0	4
OG0006770	2	1	0	1	0	0	0	0	0	4
OG0006771	1	1	0	1	1	0	0	0	0	4
OG0006772	1	0	0	1	1	1	0	0	0	4
OG0006773	2	2	0	0	0	0	0	0	0	4
OG0006774	1	1	0	1	0	1	0	0	0	4
OG0006775	1	1	0	1	0	1	0	0	0	4
OG0006776	1	1	0	0	1	1	0	0	0	4
OG0006777	1	1	0	1	1	0	0	0	0	4
OG0006778	1	1	0	1	1	0	0	0	0	4
OG0006779	1	1	0	2	0	0	0	0	0	4
OG0006780	1	1	0	1	1	0	0	0	0	4
OG0006781	1	1	0	2	0	0	0	0	0	4
OG0006782	1	1	0	2	0	0	0	0	0	4
OG0006783	1	1	0	2	0	0	0	0	0	4
OG0006784	1	1	0	2	0	0	0	0	0	4
OG0006785	1	1	0	1	1	0	0	0	0	4
OG0006786	1	1	0	2	0	0	0	0	0	4
OG0006787	1	1	1	0	0	0	0	0	1	4
OG0006788	1	1	0	1	0	0	0	0	1	4
OG0006789	1	0	0	2	0	1	0	0	0	4
OG0006790	1	1	0	1	0	1	0	0	0	4
OG0006791	1	1	0	2	0	0	0	0	0	4
OG0006792	1	1	0	1	1	0	0	0	0	4
OG0006793	1	1	2	0	0	0	0	0	0	4
OG0006794	1	1	0	1	0	1	0	0	0	4
OG0006795	1	1	0	0	1	1	0	0	0	4
OG0006796	1	1	0	1	0	1	0	0	0	4
OG0006797	1	1	0	1	1	0	0	0	0	4
OG0006798	1	1	0	1	1	0	0	0	0	4
OG0006799	1	1	0	1	1	0	0	0	0	4
OG0006800	1	1	0	2	0	0	0	0	0	4
OG0006801	1	1	0	0	1	1	0	0	0	4
OG0006802	1	1	0	0	1	1	0	0	0	4
OG0006803	1	1	0	1	1	0	0	0	0	4
OG0006804	1	1	0	0	1	1	0	0	0	4
OG0006805	1	1	0	2	0	0	0	0	0	4
OG0006806	1	1	0	1	0	1	0	0	0	4
OG0006807	1	1	0	1	1	0	0	0	0	4
OG0006808	1	1	0	1	1	0	0	0	0	4
OG0006809	1	1	0	2	0	0	0	0	0	4
OG0006810	1	1	0	1	1	0	0	0	0	4
OG0006811	2	2	0	0	0	0	0	0	0	4
OG0006812	1	1	0	1	1	0	0	0	0	4
OG0006813	1	2	0	1	0	0	0	0	0	4
OG0006814	1	0	0	1	1	1	0	0	0	4
OG0006815	1	1	0	1	0	0	0	0	1	4
OG0006816	1	1	1	1	0	0	0	0	0	4
OG0006817	1	1	0	0	1	1	0	0	0	4
OG0006818	1	1	0	1	0	1	0	0	0	4
OG0006819	1	1	0	2	0	0	0	0	0	4
OG0006820	1	1	0	0	2	0	0	0	0	4
OG0006821	1	1	0	1	0	1	0	0	0	4
OG0006822	1	1	1	1	0	0	0	0	0	4
OG0006823	1	1	0	1	1	0	0	0	0	4
OG0006824	1	1	0	1	0	1	0	0	0	4
OG0006825	1	0	0	3	0	0	0	0	0	4
OG0006826	1	1	0	2	0	0	0	0	0	4
OG0006827	2	2	0	0	0	0	0	0	0	4
OG0006828	1	1	0	1	1	0	0	0	0	4
OG0006829	1	1	0	1	1	0	0	0	0	4
OG0006830	1	1	0	0	0	0	0	1	1	4
OG0006831	1	1	0	0	1	1	0	0	0	4
OG0006832	1	1	0	1	1	0	0	0	0	4
OG0006833	1	3	0	0	0	0	0	0	0	4
OG0006834	2	2	0	0	0	0	0	0	0	4
OG0006835	2	2	0	0	0	0	0	0	0	4
OG0006836	2	2	0	0	0	0	0	0	0	4
OG0006837	1	1	0	0	2	0	0	0	0	4
OG0006838	2	2	0	0	0	0	0	0	0	4
OG0006839	2	2	0	0	0	0	0	0	0	4
OG0006840	1	1	0	2	0	0	0	0	0	4
OG0006841	2	2	0	0	0	0	0	0	0	4
OG0006842	1	0	0	1	1	0	0	1	0	4
OG0006843	2	0	0	1	1	0	0	0	0	4
OG0006844	1	1	0	1	1	0	0	0	0	4
OG0006845	1	1	0	1	1	0	0	0	0	4
OG0006846	1	1	0	1	0	1	0	0	0	4
OG0006847	1	1	0	1	0	1	0	0	0	4
OG0006848	1	1	0	1	1	0	0	0	0	4
OG0006849	1	1	0	1	1	0	0	0	0	4
OG0006850	1	1	0	1	1	0	0	0	0	4
OG0006851	1	1	0	2	0	0	0	0	0	4
OG0006852	1	1	0	0	0	0	0	2	0	4
OG0006853	1	1	0	0	1	1	0	0	0	4
OG0006854	1	1	0	0	0	0	1	0	1	4
OG0006855	1	1	0	0	1	1	0	0	0	4
OG0006856	1	1	0	1	0	0	0	1	0	4
OG0006857	1	1	0	0	0	2	0	0	0	4
OG0006858	2	2	0	0	0	0	0	0	0	4
OG0006859	1	2	0	0	1	0	0	0	0	4
OG0006860	1	1	0	0	1	1	0	0	0	4
OG0006861	1	1	0	2	0	0	0	0	0	4
OG0006862	1	1	0	1	0	1	0	0	0	4
OG0006863	1	1	0	2	0	0	0	0	0	4
OG0006864	1	1	0	2	0	0	0	0	0	4
OG0006865	1	1	0	1	0	0	0	1	0	4
OG0006866	1	1	0	1	1	0	0	0	0	4
OG0006867	1	1	0	1	1	0	0	0	0	4
OG0006868	1	1	0	1	1	0	0	0	0	4
OG0006869	1	1	0	2	0	0	0	0	0	4
OG0006870	1	1	0	1	0	0	0	0	1	4
OG0006871	1	1	0	1	1	0	0	0	0	4
OG0006872	1	1	0	1	1	0	0	0	0	4
OG0006873	1	1	0	2	0	0	0	0	0	4
OG0006874	1	1	0	1	0	1	0	0	0	4
OG0006875	1	1	0	1	1	0	0	0	0	4
OG0006876	1	1	0	1	1	0	0	0	0	4
OG0006877	1	1	0	1	0	1	0	0	0	4
OG0006878	1	1	0	2	0	0	0	0	0	4
OG0006879	1	1	0	2	0	0	0	0	0	4
OG0006880	1	1	0	2	0	0	0	0	0	4
OG0006881	1	1	0	1	0	1	0	0	0	4
OG0006882	1	1	0	1	0	1	0	0	0	4
OG0006883	1	1	0	1	0	1	0	0	0	4
OG0006884	1	1	0	1	1	0	0	0	0	4
OG0006885	1	1	0	1	0	1	0	0	0	4
OG0006886	1	1	0	0	1	1	0	0	0	4
OG0006887	1	1	1	0	0	0	1	0	0	4
OG0006888	1	1	0	1	1	0	0	0	0	4
OG0006889	1	1	1	0	1	0	0	0	0	4
OG0006890	1	0	0	1	1	1	0	0	0	4
OG0006891	1	1	0	1	0	0	0	0	1	4
OG0006892	1	1	0	1	1	0	0	0	0	4
OG0006893	1	1	0	1	1	0	0	0	0	4
OG0006894	1	1	0	2	0	0	0	0	0	4
OG0006895	1	1	0	1	1	0	0	0	0	4
OG0006896	1	1	0	1	1	0	0	0	0	4
OG0006897	1	1	0	1	1	0	0	0	0	4
OG0006898	1	1	0	0	1	1	0	0	0	4
OG0006899	1	1	0	0	2	0	0	0	0	4
OG0006900	2	2	0	0	0	0	0	0	0	4
OG0006901	1	1	0	1	1	0	0	0	0	4
OG0006902	1	1	0	1	1	0	0	0	0	4
OG0006903	1	1	0	1	1	0	0	0	0	4
OG0006904	1	1	0	1	0	0	0	0	1	4
OG0006905	1	1	1	0	0	0	0	1	0	4
OG0006906	1	1	0	1	1	0	0	0	0	4
OG0006907	1	1	0	2	0	0	0	0	0	4
OG0006908	1	1	0	2	0	0	0	0	0	4
OG0006909	1	1	0	1	1	0	0	0	0	4
